tile_ID,norm_pos,is_activator,variable,value,tile_pos,protein_ID
BKK91_gp3-008,0.8888888888888888,True,ratio_rep1,1.1815933555034384,8,BKK91_gp3
BKK91_gp3-008,0.8888888888888888,True,ratio_rep1,1.3995022428059996,8,BKK91_gp3
BKK91_gp3-008,0.8888888888888888,True,ratio_rep1,1.525910831023174,8,BKK91_gp3
BTW11_gp4-009,0.8181818181818182,True,ratio_rep1,1.559005332970417,9,BTW11_gp4
BTW11_gp4-009,0.8181818181818182,True,ratio_rep1,1.6356341717598115,9,BTW11_gp4
BTW11_gp4-009,0.8181818181818182,True,ratio_rep1,1.6935893943240623,9,BTW11_gp4
BTW11_gp4-010,0.9090909090909091,True,ratio_rep1,1.3891043482836372,10,BTW11_gp4
BTW11_gp4-010,0.9090909090909091,True,ratio_rep1,1.720552317290413,10,BTW11_gp4
BTW11_gp4-010,0.9090909090909091,True,ratio_rep1,1.4174269159255464,10,BTW11_gp4
BTW11_gp4-008,0.7272727272727273,True,ratio_rep1,1.5132947072563931,8,BTW11_gp4
BTW11_gp4-008,0.7272727272727273,True,ratio_rep1,1.605908481762026,8,BTW11_gp4
CCL36_gp5-008,0.7272727272727273,True,ratio_rep1,1.51581579642787,8,CCL36_gp5
CCL36_gp5-008,0.7272727272727273,True,ratio_rep1,1.9871464437106527,8,CCL36_gp5
CCL36_gp5-008,0.7272727272727273,True,ratio_rep1,1.9430016087030515,8,CCL36_gp5
CCL36_gp5-009,0.8181818181818182,True,ratio_rep1,1.7608562717496157,9,CCL36_gp5
CCL36_gp5-009,0.8181818181818182,True,ratio_rep1,2.538118441662564,9,CCL36_gp5
CCL36_gp5-009,0.8181818181818182,True,ratio_rep1,1.6331379440071254,9,CCL36_gp5
CCL36_gp5-010,0.9090909090909091,True,ratio_rep1,1.7350135727980875,10,CCL36_gp5
CCL36_gp5-010,0.9090909090909091,True,ratio_rep1,2.291111914570058,10,CCL36_gp5
CCL36_gp5-010,0.9090909090909091,True,ratio_rep1,1.79850033405196,10,CCL36_gp5
D1Q93_gp5-009,0.9,False,ratio_rep1,0.8215570425509028,9,D1Q93_gp5
D1Q93_gp5-009,0.9,False,ratio_rep1,0.9130309680803294,9,D1Q93_gp5
D1Q93_gp5-009,0.9,False,ratio_rep1,0.9959512963359778,9,D1Q93_gp5
D1Q93_gp5-009,0.9,False,ratio_rep1,0.9510596978535348,9,D1Q93_gp5
D1Q93_gp5-008,0.8,False,ratio_rep1,0.7364251380107552,8,D1Q93_gp5
KLCV-India_gp5-009,0.8181818181818182,True,ratio_rep1,1.4978014829861144,9,KLCV
KLCV-India_gp5-009,0.8181818181818182,False,ratio_rep1,0.9982909413586356,9,KLCV
KLCV-India_gp5-009,0.8181818181818182,True,ratio_rep1,1.2267161753205165,9,KLCV
KLCV-India_gp5-009,0.8181818181818182,True,ratio_rep1,1.4037544903457322,9,KLCV
KLCV-India_gp5-010,0.9090909090909091,True,ratio_rep1,1.3139830887189197,10,KLCV
KLCV-India_gp5-010,0.9090909090909091,True,ratio_rep1,1.4463867706922555,10,KLCV
KLCV-India_gp5-008,0.7272727272727273,True,ratio_rep1,1.413768532890736,8,KLCV
MYVYVgp4-010,0.9090909090909091,True,ratio_rep1,1.109884140023117,10,MYVYVgp4
MYVYVgp4-010,0.9090909090909091,False,ratio_rep1,0.9559984178853752,10,MYVYVgp4
MYVYVgp4-010,0.9090909090909091,True,ratio_rep1,1.5689431121438226,10,MYVYVgp4
MYVYVgp4-010,0.9090909090909091,True,ratio_rep1,1.1088115194714705,10,MYVYVgp4
MYVYVgp4-009,0.8181818181818182,True,ratio_rep1,1.2168121762560515,9,MYVYVgp4
SYVV_sDNAAgp4-009,0.9,True,ratio_rep1,1.2585458181491938,9,SYVV_sDNAAgp4
SYVV_sDNAAgp4-009,0.9,True,ratio_rep1,1.632069749950692,9,SYVV_sDNAAgp4
SYVV_sDNAAgp4-009,0.9,True,ratio_rep1,1.367739178662055,9,SYVV_sDNAAgp4
TlcZvgp4-008,0.8888888888888888,True,ratio_rep1,1.25326505026955,8,TlcZvgp4
TlcZvgp4-008,0.8888888888888888,False,ratio_rep1,1.071025705216892,8,TlcZvgp4
TlcZvgp4-008,0.8888888888888888,True,ratio_rep1,1.3918825936665271,8,TlcZvgp4
TlcZvgp4-008,0.8888888888888888,True,ratio_rep1,1.1296432504707197,8,TlcZvgp4
ToLCBDVgp4-008,0.8888888888888888,True,ratio_rep1,1.2716977797819224,8,ToLCBDVgp4
ToLCBDVgp4-008,0.8888888888888888,False,ratio_rep1,1.0458019118478803,8,ToLCBDVgp4
ToLCBDVgp4-008,0.8888888888888888,True,ratio_rep1,1.4791724368598602,8,ToLCBDVgp4
ToLCBDVgp4-008,0.8888888888888888,True,ratio_rep1,1.2025928248050155,8,ToLCBDVgp4
A1H81_gp4-009,0.8181818181818182,True,ratio_rep1,1.545226257515906,9,A1H81_gp4
A1H81_gp4-009,0.8181818181818182,True,ratio_rep1,1.6245811413606217,9,A1H81_gp4
A1H81_gp4-010,0.9090909090909091,True,ratio_rep1,1.375179711744067,10,A1H81_gp4
D1Q92_gp4-009,0.8181818181818182,True,ratio_rep1,1.4355054183223417,9,D1Q92_gp4
D1Q92_gp4-009,0.8181818181818182,True,ratio_rep1,1.5179761557289928,9,D1Q92_gp4
D1Q92_gp4-010,0.9090909090909091,True,ratio_rep1,1.5270362886949582,10,D1Q92_gp4
D1Q92_gp4-010,0.9090909090909091,True,ratio_rep1,1.5387623276664193,10,D1Q92_gp4
D1T10_gp4-009,0.8181818181818182,True,ratio_rep1,1.6206004886282876,9,D1T10_gp4
D1T10_gp4-009,0.8181818181818182,True,ratio_rep1,1.2162384088905949,9,D1T10_gp4
D1T10_gp4-010,0.9090909090909091,True,ratio_rep1,1.5358319336492454,10,D1T10_gp4
D1T10_gp4-010,0.9090909090909091,True,ratio_rep1,1.4047467623834546,10,D1T10_gp4
D1T10_gp4-008,0.7272727272727273,True,ratio_rep1,1.3703494351567551,8,D1T10_gp4
EcYVV_gp4-009,0.8181818181818182,True,ratio_rep1,1.474942041633368,9,EcYVV_gp4
EcYVV_gp4-009,0.8181818181818182,True,ratio_rep1,1.4038199899317905,9,EcYVV_gp4
EcYVV_gp4-010,0.9090909090909091,True,ratio_rep1,1.354003176100972,10,EcYVV_gp4
FLA47_sAgp4-008,0.8888888888888888,False,ratio_rep1,0.9085210386320832,8,FLA47_sAgp4
FLA47_sAgp4-008,0.8888888888888888,False,ratio_rep1,0.8710273980626061,8,FLA47_sAgp4
KM482_gp4-009,0.9,True,ratio_rep1,1.771886823603576,9,KM482_gp4
KM482_gp4-009,0.9,True,ratio_rep1,1.5524929903072775,9,KM482_gp4
KM482_gp4-008,0.8,True,ratio_rep1,1.3761317857116169,8,KM482_gp4
KM641_gp4-009,0.8181818181818182,True,ratio_rep1,1.6004102419715704,9,KM641_gp4
KM641_gp4-009,0.8181818181818182,True,ratio_rep1,1.4346193421146671,9,KM641_gp4
KM641_gp4-010,0.9090909090909091,True,ratio_rep1,1.4151064960069486,10,KM641_gp4
LYVCVp4-008,0.8888888888888888,False,ratio_rep1,0.8379011978060719,8,LYVCVp4
LYVCVp4-008,0.8888888888888888,False,ratio_rep1,0.9005003594883318,8,LYVCVp4
LYVCVp4-007,0.7777777777777778,False,ratio_rep1,0.7832919734949217,7,LYVCVp4
SMMV_gp4-009,0.9,True,ratio_rep1,1.3869112267789687,9,SMMV_gp4
SMMV_gp4-009,0.9,True,ratio_rep1,1.221271064670402,9,SMMV_gp4
SiLCVp4-009,0.9,True,ratio_rep1,2.037615153894506,9,SiLCVp4
SiLCVp4-009,0.9,True,ratio_rep1,1.4748792861073592,9,SiLCVp4
HolYVMV_gp4-009,0.8181818181818182,True,ratio_rep1,1.4379666645644775,9,HolYVMV_gp4
HolYVMV_gp4-010,0.9090909090909091,True,ratio_rep1,1.1484183998917632,10,HolYVMV_gp4
EMVP_sAgp3-008,0.8888888888888888,True,ratio_rep1,1.456074722080698,8,EMVP_sAgp3
C5Y56_gp4-008,0.8888888888888888,False,ratio_rep1,0.8200972589964903,8,C5Y56_gp4
MYVMV_sDNA-Agp4-010,0.9090909090909091,True,ratio_rep1,1.7001579856328994,10,MYVMV_sDNA
MYVMV_sDNA-Agp4-009,0.8181818181818182,True,ratio_rep1,1.4079930094369113,9,MYVMV_sDNA
BYVBV_gp5-009,0.8181818181818182,True,ratio_rep1,1.5684760808575815,9,BYVBV_gp5
D1Q98_sAgp4-008,0.8888888888888888,False,ratio_rep1,0.9366703293112432,8,D1Q98_sAgp4
FLA46_sAgp5-009,0.8181818181818182,False,ratio_rep1,0.7779347940693341,9,FLA46_sAgp5
FLA46_sAgp5-010,0.9090909090909091,False,ratio_rep1,0.8150690300494099,10,FLA46_sAgp5
TbLCKoVgp4-008,0.8888888888888888,False,ratio_rep1,1.0422198203564872,8,TbLCKoVgp4
ToYLCSvgp4-008,0.8888888888888888,False,ratio_rep1,0.8509684000048829,8,ToYLCSvgp4
MYVChMV_gp4-010,0.9090909090909091,False,ratio_rep1,1.0336568494138512,10,MYVChMV_gp4
MYVChMV_gp4-009,0.8181818181818182,True,ratio_rep1,1.5207965247396182,9,MYVChMV_gp4
CLCuBVp4-009,0.8181818181818182,True,ratio_rep1,1.267962464442705,9,CLCuBVp4
CLCuBVp4-010,0.9090909090909091,True,ratio_rep1,1.2946578499557575,10,CLCuBVp4
PaLCVgp5-008,0.8888888888888888,True,ratio_rep1,1.335089526058575,8,PaLCVgp5
D1T88_gp4-008,0.8888888888888888,True,ratio_rep1,1.1962682840403798,8,D1T88_gp4
D1T97_sAgp4-008,0.8888888888888888,True,ratio_rep1,1.4297656573160415,8,D1T97_sAgp4
Oyvmvgp4-009,0.8181818181818182,True,ratio_rep1,1.3465379618766085,9,Oyvmvgp4
Oyvmvgp4-010,0.9090909090909091,True,ratio_rep1,1.3532643086332363,10,Oyvmvgp4
MLCGV_gp4-008,0.8888888888888888,False,ratio_rep1,1.0559458575376093,8,MLCGV_gp4
BYVDV_gp5-009,0.8181818181818182,True,ratio_rep1,1.5774559439818403,9,BYVDV_gp5
DF44_gp5-008,0.8888888888888888,True,ratio_rep1,1.1317110743842014,8,DF44_gp5
CYVVJ_gp4-008,0.8888888888888888,True,ratio_rep1,1.3334258842222295,8,CYVVJ_gp4
BhYVIV_gp5-009,0.8181818181818182,True,ratio_rep1,1.4567444229962625,9,BhYVIV_gp5
ToLCBVgp4-008,0.8888888888888888,False,ratio_rep1,1.0699185125790918,8,ToLCBVgp4
D1U06_gp4-009,0.8181818181818182,True,ratio_rep1,1.366484227511937,9,D1U06_gp4
CrYVV_gp4-008,0.8888888888888888,True,ratio_rep1,1.3163873707102467,8,CrYVV_gp4
HYVVgpC2-008,0.8888888888888888,True,ratio_rep1,1.1841981751690454,8,HYVVgpC2
BKK91_gp3-008,0.8888888888888888,True,ratio_rep2,1.3366382579588123,8,BKK91_gp3
