tile_ID,norm_pos,is_activator,variable,value,tile_pos,protein_ID
A6774_gp2-004,0.03508771929824561,False,ratio_rep1,0.8831096803557282,4,A6774_gp2
A6774_gp2-004,0.03508771929824561,False,ratio_rep1,0.8966370569326516,4,A6774_gp2
A6774_gp2-004,0.03508771929824561,False,ratio_rep1,0.740758026926698,4,A6774_gp2
A6774_gp2-004,0.03508771929824561,False,ratio_rep1,0.9324179617061412,4,A6774_gp2
A6774_gp2-096,0.8421052631578947,True,ratio_rep1,1.639623318135094,96,A6774_gp2
A6I62_gp2-081,0.81,True,ratio_rep1,1.5760383907682676,81,A6I62_gp2
A6I62_gp2-081,0.81,True,ratio_rep1,1.299055707587222,81,A6I62_gp2
A6I62_gp2-081,0.81,True,ratio_rep1,1.4674786177991814,81,A6I62_gp2
A6I62_gp2-081,0.81,True,ratio_rep1,1.2442580086270696,81,A6I62_gp2
A6I62_gp2-082,0.82,True,ratio_rep1,1.4814491402363534,82,A6I62_gp2
A6I62_gp2-082,0.82,True,ratio_rep1,1.1795955937300289,82,A6I62_gp2
A6I62_gp2-066,0.66,False,ratio_rep1,0.7364198758665715,66,A6I62_gp2
BCVgp2-068,0.6538461538461539,False,ratio_rep1,0.919450143384464,68,BCVgp2
BCVgp2-068,0.6538461538461539,False,ratio_rep1,0.9102907247412224,68,BCVgp2
BCVgp2-068,0.6538461538461539,False,ratio_rep1,0.8257345532888256,68,BCVgp2
BCVgp2-068,0.6538461538461539,False,ratio_rep1,1.00091438077507,68,BCVgp2
BCVgp2-069,0.6634615384615384,False,ratio_rep1,0.797044748480487,69,BCVgp2
BCVgp2-069,0.6634615384615384,False,ratio_rep1,0.798307011892054,69,BCVgp2
BCVgp2-069,0.6634615384615384,False,ratio_rep1,0.6834211995858801,69,BCVgp2
BCVgp2-069,0.6634615384615384,False,ratio_rep1,0.8710877886075091,69,BCVgp2
BCVgp2-084,0.8076923076923077,True,ratio_rep1,1.19318688820226,84,BCVgp2
BCVgp2-084,0.8076923076923077,False,ratio_rep1,0.908866059899988,84,BCVgp2
BCVgp2-084,0.8076923076923077,False,ratio_rep1,0.9694569584879438,84,BCVgp2
BCVgp2-084,0.8076923076923077,False,ratio_rep1,1.074696343308316,84,BCVgp2
BCVgp2-085,0.8173076923076923,True,ratio_rep1,1.5471413893061352,85,BCVgp2
BCVgp2-085,0.8173076923076923,True,ratio_rep1,1.4856812458075788,85,BCVgp2
BCVgp2-085,0.8173076923076923,True,ratio_rep1,1.3915162921924966,85,BCVgp2
BCVgp2-086,0.8269230769230769,True,ratio_rep1,1.1077120346890332,86,BCVgp2
BCVgp2-086,0.8269230769230769,True,ratio_rep1,1.470203067980074,86,BCVgp2
BCVgp2-086,0.8269230769230769,True,ratio_rep1,1.1039348130496571,86,BCVgp2
BMI92_gp2-038,0.3333333333333333,True,ratio_rep1,1.3009382723686718,38,BMI92_gp2
BMI92_gp2-038,0.3333333333333333,True,ratio_rep1,1.205920126400723,38,BMI92_gp2
BMI92_gp2-038,0.3333333333333333,True,ratio_rep1,1.1263108514561595,38,BMI92_gp2
BMI92_gp2-040,0.3508771929824561,False,ratio_rep1,0.7335999393078655,40,BMI92_gp2
BMI92_gp2-040,0.3508771929824561,False,ratio_rep1,0.3565782431873547,40,BMI92_gp2
BMI92_gp2-040,0.3508771929824561,False,ratio_rep1,1.0695380165773458,40,BMI92_gp2
BMI92_gp2-040,0.3508771929824561,False,ratio_rep1,1.0681703162749077,40,BMI92_gp2
BMI92_gp2-041,0.35964912280701755,False,ratio_rep1,0.8571807141123226,41,BMI92_gp2
BMI92_gp2-041,0.35964912280701755,True,ratio_rep1,1.3597150876681885,41,BMI92_gp2
BMI92_gp2-041,0.35964912280701755,False,ratio_rep1,0.8507592614669072,41,BMI92_gp2
BMI92_gp2-039,0.34210526315789475,False,ratio_rep1,0.9944378219451312,39,BMI92_gp2
BMI92_gp2-039,0.34210526315789475,False,ratio_rep1,1.0505995963837136,39,BMI92_gp2
BMI92_gp2-042,0.3684210526315789,False,ratio_rep1,1.0260531002514808,42,BMI92_gp2
BMI92_gp2-042,0.3684210526315789,True,ratio_rep1,1.12528870897441,42,BMI92_gp2
C419_gp2-085,0.8173076923076923,False,ratio_rep1,0.8564974325246476,85,C419_gp2
C419_gp2-085,0.8173076923076923,True,ratio_rep1,1.1098124874496178,85,C419_gp2
C419_gp2-085,0.8173076923076923,True,ratio_rep1,1.228705462327797,85,C419_gp2
C419_gp2-085,0.8173076923076923,False,ratio_rep1,0.9498260599745902,85,C419_gp2
C419_gp2-086,0.8269230769230769,False,ratio_rep1,0.9631775568228672,86,C419_gp2
C419_gp2-086,0.8269230769230769,True,ratio_rep1,2.038976961188792,86,C419_gp2
C419_gp2-086,0.8269230769230769,False,ratio_rep1,1.0666041488668658,86,C419_gp2
C419_gp2-042,0.40384615384615385,False,ratio_rep1,0.916363947164575,42,C419_gp2
C419_gp2-042,0.40384615384615385,True,ratio_rep1,1.2231221117947355,42,C419_gp2
C419_gp2-004,0.038461538461538464,False,ratio_rep1,0.9720198968356556,4,C419_gp2
C419_gp2-043,0.41346153846153844,False,ratio_rep1,0.9451488978834688,43,C419_gp2
C419_gp2-002,0.019230769230769232,False,ratio_rep1,1.078200694755794,2,C419_gp2
C419_gp2-003,0.028846153846153848,False,ratio_rep1,0.8209227434961975,3,C419_gp2
CABYVgp2-054,0.5346534653465347,True,ratio_rep1,1.1988882092303144,54,CABYVgp2
CABYVgp2-054,0.5346534653465347,False,ratio_rep1,1.0671297708323355,54,CABYVgp2
CABYVgp2-054,0.5346534653465347,True,ratio_rep1,1.151633462077707,54,CABYVgp2
CABYVgp2-054,0.5346534653465347,True,ratio_rep1,1.1601057661433818,54,CABYVgp2
CABYVgp2-055,0.5445544554455446,False,ratio_rep1,1.0583211493195512,55,CABYVgp2
CABYVgp2-055,0.5445544554455446,False,ratio_rep1,0.9755380727793288,55,CABYVgp2
CABYVgp2-055,0.5445544554455446,False,ratio_rep1,0.9146158984094652,55,CABYVgp2
CABYVgp2-037,0.36633663366336633,True,ratio_rep1,1.373929418407568,37,CABYVgp2
CABYVgp2-037,0.36633663366336633,False,ratio_rep1,1.046217754034226,37,CABYVgp2
CABYVgp2-053,0.5247524752475248,False,ratio_rep1,0.9870904460262656,53,CABYVgp2
CABYVgp2-053,0.5247524752475248,True,ratio_rep1,1.3938266557519932,53,CABYVgp2
CABYVgp2-052,0.5148514851485149,True,ratio_rep1,1.367514928319408,52,CABYVgp2
CABYVgp2-039,0.38613861386138615,False,ratio_rep1,0.9563736504010292,39,CABYVgp2
CCSV_gp2-085,0.8095238095238095,False,ratio_rep1,1.0425629737135913,85,CCSV_gp2
CCSV_gp2-085,0.8095238095238095,False,ratio_rep1,0.9401690519476732,85,CCSV_gp2
CCSV_gp2-085,0.8095238095238095,False,ratio_rep1,0.7274250541254059,85,CCSV_gp2
CCSV_gp2-085,0.8095238095238095,False,ratio_rep1,0.8060470034207043,85,CCSV_gp2
CCSV_gp2-087,0.8285714285714286,True,ratio_rep1,1.4469991605230206,87,CCSV_gp2
CCSV_gp2-087,0.8285714285714286,True,ratio_rep1,1.7212160095762403,87,CCSV_gp2
CCSV_gp2-087,0.8285714285714286,True,ratio_rep1,1.2952608970873305,87,CCSV_gp2
CCSV_gp2-038,0.3619047619047619,False,ratio_rep1,1.0122173478779335,38,CCSV_gp2
CCSV_gp2-038,0.3619047619047619,True,ratio_rep1,1.1524432037867751,38,CCSV_gp2
CCSV_gp2-086,0.819047619047619,True,ratio_rep1,1.696666568189704,86,CCSV_gp2
CCSV_gp2-086,0.819047619047619,True,ratio_rep1,1.4547530698505295,86,CCSV_gp2
CCSV_gp2-088,0.8380952380952381,True,ratio_rep1,1.3216939921192004,88,CCSV_gp2
CCSV_gp2-088,0.8380952380952381,True,ratio_rep1,1.2206786723962932,88,CCSV_gp2
CCZ25_gp2-099,0.8319327731092437,False,ratio_rep1,0.9114233009751788,99,CCZ25_gp2
CCZ25_gp2-099,0.8319327731092437,False,ratio_rep1,0.7004288145677208,99,CCZ25_gp2
CCZ25_gp2-099,0.8319327731092437,False,ratio_rep1,0.6298009567970299,99,CCZ25_gp2
CCZ25_gp2-099,0.8319327731092437,False,ratio_rep1,0.7621447119330713,99,CCZ25_gp2
CCZ25_gp2-102,0.8571428571428571,True,ratio_rep1,1.36136653696298,102,CCZ25_gp2
CCZ25_gp2-102,0.8571428571428571,True,ratio_rep1,1.3816611594583923,102,CCZ25_gp2
CCZ25_gp2-102,0.8571428571428571,False,ratio_rep1,0.7261141161662791,102,CCZ25_gp2
CCZ25_gp2-102,0.8571428571428571,True,ratio_rep1,1.408286231295906,102,CCZ25_gp2
CCZ25_gp2-004,0.03361344537815126,False,ratio_rep1,0.8161394685714158,4,CCZ25_gp2
CKM67_gp2-042,0.42,False,ratio_rep1,0.8064982616608317,42,CKM67_gp2
CKM67_gp2-042,0.42,False,ratio_rep1,0.590604238757145,42,CKM67_gp2
CKM67_gp2-042,0.42,False,ratio_rep1,0.764495284099186,42,CKM67_gp2
CKM67_gp2-042,0.42,False,ratio_rep1,0.8446094272095319,42,CKM67_gp2
CKM67_gp2-041,0.41,False,ratio_rep1,0.8930189968896431,41,CKM67_gp2
CYDVRPVgp2-085,0.8173076923076923,True,ratio_rep1,1.1953350393178557,85,CYDVRPVgp2
CYDVRPVgp2-085,0.8173076923076923,False,ratio_rep1,0.8890668620536482,85,CYDVRPVgp2
CYDVRPVgp2-085,0.8173076923076923,False,ratio_rep1,0.8238105290355812,85,CYDVRPVgp2
CYDVRPVgp2-086,0.8269230769230769,False,ratio_rep1,0.8287287374795447,86,CYDVRPVgp2
CYDVRPVgp2-086,0.8269230769230769,True,ratio_rep1,1.1681267126030226,86,CYDVRPVgp2
CYDVRPVgp2-086,0.8269230769230769,False,ratio_rep1,0.97479042907667,86,CYDVRPVgp2
CYDVRPVgp2-084,0.8076923076923077,False,ratio_rep1,0.884630552053416,84,CYDVRPVgp2
CYDVRPVgp2-084,0.8076923076923077,False,ratio_rep1,0.9160950032211448,84,CYDVRPVgp2
CtRLVgp2-038,0.38,False,ratio_rep1,0.8132639893252884,38,CtRLVgp2
CtRLVgp2-038,0.38,False,ratio_rep1,1.018334614091176,38,CtRLVgp2
CtRLVgp2-038,0.38,False,ratio_rep1,1.0612764093167846,38,CtRLVgp2
CtRLVgp2-039,0.39,True,ratio_rep1,1.480848296722504,39,CtRLVgp2
CtRLVgp2-039,0.39,False,ratio_rep1,0.860384969824792,39,CtRLVgp2
