tile_ID,norm_pos,is_activator,variable,value,tile_pos,protein_ID
B714_gp6-186,0.9073170731707317,False,ratio_rep1,0.7284644069257417,186,B714_gp6
B714_gp6-186,0.9073170731707317,False,ratio_rep1,0.7042507576392293,186,B714_gp6
B714_gp6-186,0.9073170731707317,False,ratio_rep1,0.8871872292969075,186,B714_gp6
B714_gp6-187,0.9121951219512195,False,ratio_rep1,0.9525713517108696,187,B714_gp6
KM632_gp7-157,0.8263157894736842,True,ratio_rep1,1.2422626699773505,157,KM632_gp7
KM632_gp7-157,0.8263157894736842,True,ratio_rep1,1.2252136653639047,157,KM632_gp7
KM632_gp7-157,0.8263157894736842,True,ratio_rep1,1.244326391750212,157,KM632_gp7
KM632_gp7-000,0.0,True,ratio_rep1,1.1137820706787616,0,KM632_gp7
KM632_gp7-000,0.0,False,ratio_rep1,0.9356407257641534,0,KM632_gp7
LNYV_gp6-059,0.29064039408866993,False,ratio_rep1,0.9487742545052534,59,LNYV_gp6
LNYV_gp6-059,0.29064039408866993,True,ratio_rep1,1.403886441828568,59,LNYV_gp6
LNYV_gp6-059,0.29064039408866993,True,ratio_rep1,1.2196553057180086,59,LNYV_gp6
LNYV_gp6-059,0.29064039408866993,True,ratio_rep1,1.2152653225073586,59,LNYV_gp6
LNYV_gp6-058,0.2857142857142857,False,ratio_rep1,0.8997340748917184,58,LNYV_gp6
RYSVgp7-158,0.8186528497409327,False,ratio_rep1,0.9809086452277888,158,RYSVgp7
RYSVgp7-158,0.8186528497409327,True,ratio_rep1,1.2101593552640428,158,RYSVgp7
RYSVgp7-158,0.8186528497409327,True,ratio_rep1,1.1818908964284258,158,RYSVgp7
RYSVgp7-157,0.8134715025906736,False,ratio_rep1,0.9996268539566708,157,RYSVgp7
RYSVgp7-000,0.0,False,ratio_rep1,0.9549808099790114,0,RYSVgp7
LeYMV_gp6-036,0.17733990147783252,False,ratio_rep1,0.8715283137380152,36,LeYMV_gp6
LeYMV_gp6-036,0.17733990147783252,False,ratio_rep1,0.967406327588478,36,LeYMV_gp6
LeYMV_gp6-039,0.1921182266009852,False,ratio_rep1,0.991783309883522,39,LeYMV_gp6
LeYMV_gp6-038,0.18719211822660098,True,ratio_rep1,1.1440158275238332,38,LeYMV_gp6
LeYMV_gp6-037,0.18226600985221675,True,ratio_rep1,1.1333285330450504,37,LeYMV_gp6
OI58_gp7-157,0.8263157894736842,False,ratio_rep1,0.823346948915969,157,OI58_gp7
D1Y48_gp1-014,0.56,False,ratio_rep1,0.664892577448171,14,D1Y48_gp1
KM649_gp7-158,0.8229166666666666,False,ratio_rep1,0.9441644644924584,158,KM649_gp7
KM649_gp7-000,0.0,False,ratio_rep1,0.8838738274998365,0,KM649_gp7
ASN13_gp7-094,0.46078431372549017,False,ratio_rep1,0.8011751610135007,94,ASN13_gp7
KM676_gp6-165,0.8776595744680851,False,ratio_rep1,0.9265419751432702,165,KM676_gp6
FBNYVs9gp1-011,0.4583333333333333,True,ratio_rep1,1.3494487945943918,11,FBNYVs9gp1
B714_gp6-186,0.9073170731707317,False,ratio_rep2,0.9305601914506628,186,B714_gp6
B714_gp6-186,0.9073170731707317,False,ratio_rep2,1.0019462358158375,186,B714_gp6
B714_gp6-186,0.9073170731707317,False,ratio_rep2,0.9307433623281371,186,B714_gp6
B714_gp6-187,0.9121951219512195,False,ratio_rep2,0.8034863321922611,187,B714_gp6
KM632_gp7-157,0.8263157894736842,True,ratio_rep2,1.3233279896660908,157,KM632_gp7
KM632_gp7-157,0.8263157894736842,True,ratio_rep2,1.1495087124860486,157,KM632_gp7
KM632_gp7-157,0.8263157894736842,True,ratio_rep2,1.5046363760018533,157,KM632_gp7
KM632_gp7-000,0.0,False,ratio_rep2,0.9774357011060624,0,KM632_gp7
KM632_gp7-000,0.0,False,ratio_rep2,0.8929179911568118,0,KM632_gp7
LNYV_gp6-059,0.29064039408866993,False,ratio_rep2,0.939418559940762,59,LNYV_gp6
LNYV_gp6-059,0.29064039408866993,True,ratio_rep2,1.209052155587615,59,LNYV_gp6
LNYV_gp6-059,0.29064039408866993,True,ratio_rep2,1.253546853624254,59,LNYV_gp6
LNYV_gp6-059,0.29064039408866993,True,ratio_rep2,1.1291909870431511,59,LNYV_gp6
LNYV_gp6-058,0.2857142857142857,False,ratio_rep2,0.8706408559290227,58,LNYV_gp6
RYSVgp7-158,0.8186528497409327,False,ratio_rep2,0.9798384271242898,158,RYSVgp7
RYSVgp7-158,0.8186528497409327,False,ratio_rep2,0.6704736702521578,158,RYSVgp7
RYSVgp7-158,0.8186528497409327,True,ratio_rep2,1.2394930207204664,158,RYSVgp7
RYSVgp7-157,0.8134715025906736,False,ratio_rep2,0.5643486702085985,157,RYSVgp7
RYSVgp7-000,0.0,False,ratio_rep2,0.7218479557864718,0,RYSVgp7
LeYMV_gp6-036,0.17733990147783252,False,ratio_rep2,0.9363210033108064,36,LeYMV_gp6
LeYMV_gp6-036,0.17733990147783252,True,ratio_rep2,1.1217721452817264,36,LeYMV_gp6
LeYMV_gp6-039,0.1921182266009852,False,ratio_rep2,1.039235949588076,39,LeYMV_gp6
LeYMV_gp6-038,0.18719211822660098,False,ratio_rep2,1.0927033547854508,38,LeYMV_gp6
LeYMV_gp6-037,0.18226600985221675,True,ratio_rep2,1.1723241624281064,37,LeYMV_gp6
OI58_gp7-157,0.8263157894736842,False,ratio_rep2,0.918165296947366,157,OI58_gp7
D1Y48_gp1-014,0.56,False,ratio_rep2,0.7127781968978671,14,D1Y48_gp1
KM649_gp7-158,0.8229166666666666,False,ratio_rep2,0.8790854581657167,158,KM649_gp7
KM649_gp7-000,0.0,True,ratio_rep2,1.1566843661056068,0,KM649_gp7
ASN13_gp7-094,0.46078431372549017,True,ratio_rep2,1.1566887843302078,94,ASN13_gp7
KM676_gp6-165,0.8776595744680851,False,ratio_rep2,0.9265250620434704,165,KM676_gp6
FBNYVs9gp1-011,0.4583333333333333,False,ratio_rep2,1.0182408253207214,11,FBNYVs9gp1
